Tax Year,Credit Type,Place of Residence,County,Notes,"Number of Claims, Total","Credit Amount Claimed, Total ($000)","Average Credit, Total","Number of Claims, One Qualifying Person","Credit Amount Claimed, One Qualifying Person ($000)","Average Credit, One Qualifying Person","Number of Claims, Two or More Qualifying Persons","Credit Amount Claimed, Two or More Qualifying Persons ($000)","Average Credit, Two or More Qualifying Persons","Number of Claims, Two Qualifying Persons","Credit Amount Claimed, Two Qualifying Persons ($000)","Average Credit, Two Qualifying Persons","Number of Claims, Three or More Qualifying Persons","Credit Amount Claimed, Three or More Qualifying Persons ($000)","Average Credit, Three or More Qualifying Persons","Number of Claims, Single Filing Status","Credit Amount Claimed, Single Filing Status ($000)","Average Credit, Single Filing Status","Number of Claims, MFJ & QW Filing Status *","Credit Amount Claimed, MFJ & QW Filing Status ($000) *","Average Credit, MFJ & QW Filing Status *","Number of Claims, Head of Household Filing Status","Credit Amount Claimed, Head of Household Filing Status ($000)","Average Credit, Head of Household Filing Status",Place of Residence Sort Order
2010,NYS CDCC,"Total, New York City","Total, New York City",,219703,120240.999,547.289,161820,79936.236,493.982,57883,40304.763,696.314,,,,,,,7604,5174.535,680.502,66472,18200.261,273.803,145627,96866.203,665.167,6
2010,NYS CDCC,Albany,Albany,,6944,2135.198,307.488,4581,1352.203,295.176,2363,782.995,331.356,,,,,,,149,78.475,526.678,4083,553.872,135.653,2712,1502.851,554.149,7
2010,NYS CDCC,Allegany,Allegany,,489,127.732,261.211,301,72.7,241.528,188,55.032,292.723,,,,,,,18,6.789,377.167,350,63.383,181.094,121,57.56,475.702,8
2010,NYS CDCC,Broome,Broome,,2777,789.551,284.318,1849,493.092,266.68,928,296.459,319.46,,,,,,,83,38.951,469.289,1703,277.635,163.027,991,472.965,477.26,9
2010,NYS CDCC,Cattaraugus,Cattaraugus,,1055,286.764,271.814,684,161.598,236.254,371,125.166,337.375,,,,,,,46,14.899,323.891,655,122.056,186.345,354,149.809,423.189,10
2010,NYS CDCC,Cayuga,Cayuga,,1145,295.251,257.861,756,190.159,251.533,389,105.092,270.159,,,,,,,30,14.288,476.267,738,112.35,152.236,377,168.613,447.249,11
2010,NYS CDCC,Chautauqua,Chautauqua,,1663,464.632,279.394,1106,277.8,251.175,557,186.832,335.425,,,,,,,58,30.59,527.414,1008,175.487,174.094,597,258.555,433.09,12
2010,NYS CDCC,Chemung,Chemung,,1398,378.332,270.624,926,235.411,254.224,472,142.921,302.799,,,,,,,38,16.909,444.974,896,137.948,153.96,464,223.475,481.627,13
2010,NYS CDCC,Chenango,Chenango,,711,199.979,281.264,449,113.139,251.98,262,86.84,331.45,,,,,,,20,8.423,421.15,487,90.687,186.216,204,100.869,494.456,14
2010,NYS CDCC,Clinton,Clinton,,1485,394.246,265.486,986,250.115,253.666,499,144.131,288.84,,,,,,,37,17.416,470.703,1025,164.82,160.8,423,212.01,501.206,15
2010,NYS CDCC,Columbia,Columbia,,853,217.909,255.462,608,144.368,237.447,245,73.541,300.167,,,,,,,28,10.074,359.786,580,82.088,141.531,245,125.747,513.253,16
2010,NYS CDCC,Cortland,Cortland,,882,250.682,284.22,562,161.008,286.491,320,89.674,280.231,,,,,,,26,12.523,481.654,585,107.18,183.214,271,130.979,483.317,17
2010,NYS CDCC,Delaware,Delaware,,511,162.061,317.145,340,100.652,296.035,171,61.409,359.117,,,,,,,16,6.451,403.188,310,65.166,210.213,185,90.444,488.886,18
2010,NYS CDCC,Dutchess,Dutchess,,6632,1787.717,269.559,4337,1105.21,254.833,2295,682.507,297.389,,,,,,,137,70.102,511.693,4336,620.235,143.043,2159,1097.38,508.282,19
2010,NYS CDCC,Erie,Erie,,17672,5215.03,295.101,11309,3174.919,280.743,6363,2040.111,320.621,,,,,,,501,239.114,477.273,10546,1463.719,138.794,6625,3512.197,530.143,20
2010,NYS CDCC,Essex,Essex,,527,129.729,246.165,353,82.38,233.371,174,47.349,272.121,,,,,,,13,5.843,449.462,383,68.469,178.77,131,55.417,423.031,21
2010,NYS CDCC,Franklin,Franklin,,757,245.905,324.841,487,144.984,297.708,270,100.921,373.781,,,,,,,18,9.647,535.944,434,88.053,202.887,305,148.205,485.918,22
2010,NYS CDCC,Fulton,Fulton,,709,242.244,341.67,517,161.662,312.692,192,80.582,419.698,,,,,,,20,9.044,452.2,383,71.895,187.715,306,161.305,527.141,23
2010,NYS CDCC,Genesee,Genesee,,886,230.906,260.616,564,136.905,242.739,322,94.001,291.929,,,,,,,28,15.925,568.75,609,97.635,160.32,249,117.346,471.269,24
2010,NYS CDCC,Greene,Greene,,550,163.642,297.531,383,101.696,265.525,167,61.946,370.934,,,,,,,15,9.889,659.267,377,71.053,188.469,158,82.7,523.418,25
2010,NYS CDCC,Hamilton,Hamilton,d/,24,6.399,266.625,,,292.72,,,188.33,,,,,,,,,,,,164.25,,,471.37,26
2010,NYS CDCC,Herkimer,Herkimer,,846,270.174,319.355,567,164.341,289.843,279,105.833,379.33,,,,,,,22,12.198,554.455,549,110.494,201.264,275,147.482,536.298,27
2010,NYS CDCC,Jefferson,Jefferson,,1622,471.44,290.654,1074,275.171,256.211,548,196.269,358.155,,,,,,,45,20.527,456.156,1079,228.301,211.586,498,222.612,447.012,28
2010,NYS CDCC,Lewis,Lewis,d/,309,69.29,224.239,197,33.324,169.157,112,35.966,321.125,,,,,,,,,377.17,241,36.795,152.676,,,487.61,29
2010,NYS CDCC,Livingston,Livingston,,897,226.506,252.515,578,139.811,241.888,319,86.695,271.771,,,,,,,33,16.33,494.848,620,104.463,168.489,244,105.713,433.25,30
2010,NYS CDCC,Madison,Madison,,989,258.995,261.876,618,147.075,237.985,371,111.92,301.671,,,,,,,23,12.092,525.739,695,114.95,165.396,271,131.953,486.911,31
2010,NYS CDCC,Monroe,Monroe,,15447,4851.188,314.054,9586,2906.518,303.204,5861,1944.67,331.798,,,,,,,514,268.609,522.586,9051,1286.752,142.167,5882,3295.827,560.324,32
2010,NYS CDCC,Montgomery,Montgomery,,749,278.868,372.32,531,184.967,348.337,218,93.901,430.739,,,,,,,19,10.549,555.211,412,75.823,184.036,318,192.496,605.333,33
